SalesKey,InvoiceNo,InvoiceDate,Quantity,UnitPrice,CustomerKey,ProductKey
104,INV64948,2025-03-12 19:02:02,38,32.32,217,5
105,INV19602,2025-01-11 09:39:20,14,14.11,16,6
106,INV19602,2025-01-11 09:39:20,14,14.11,139,6
107,INV19602,2025-01-11 09:39:20,14,14.11,233,6
108,INV19602,2025-01-11 09:39:20,14,14.11,256,6
109,INV19602,2025-01-11 09:39:20,14,14.11,363,6
110,INV54942,2025-05-22 09:36:40,44,51.04,17,1
111,INV54942,2025-05-22 09:36:40,44,51.04,17,15
112,INV54942,2025-05-22 09:36:40,44,51.04,296,1
113,INV54942,2025-05-22 09:36:40,44,51.04,296,15
114,INV93507,2024-11-06 20:05:09,11,70.86,18,2
115,INV93507,2024-11-06 20:05:09,11,70.86,18,20
116,INV93507,2024-11-06 20:05:09,11,70.86,19,2
117,INV93507,2024-11-06 20:05:09,11,70.86,19,20
118,INV93507,2024-11-06 20:05:09,11,70.86,25,2
119,INV93507,2024-11-06 20:05:09,11,70.86,25,20
120,INV93507,2024-11-06 20:05:09,11,70.86,72,2
121,INV93507,2024-11-06 20:05:09,11,70.86,72,20
122,INV93507,2024-11-06 20:05:09,11,70.86,124,2
123,INV93507,2024-11-06 20:05:09,11,70.86,124,20
124,INV93507,2024-11-06 20:05:09,11,70.86,276,2
125,INV93507,2024-11-06 20:05:09,11,70.86,276,20
126,INV37535,2025-06-24 03:44:33,16,36.01,18,5
127,INV37535,2025-06-24 03:44:33,16,36.01,19,5
128,INV37535,2025-06-24 03:44:33,16,36.01,25,5
129,INV37535,2025-06-24 03:44:33,16,36.01,72,5
130,INV37535,2025-06-24 03:44:33,16,36.01,124,5
131,INV37535,2025-06-24 03:44:33,16,36.01,276,5
132,INV57739,2025-06-22 12:01:19,5,62.69,20,4
133,INV57739,2025-06-22 12:01:19,5,62.69,20,18
134,INV57739,2025-06-22 12:01:19,5,62.69,60,4
135,INV57739,2025-06-22 12:01:19,5,62.69,60,18
136,INV57739,2025-06-22 12:01:19,5,62.69,149,4
137,INV57739,2025-06-22 12:01:19,5,62.69,149,18
138,INV57739,2025-06-22 12:01:19,5,62.69,240,4
139,INV57739,2025-06-22 12:01:19,5,62.69,240,18
140,INV57739,2025-06-22 12:01:19,5,62.69,281,4
141,INV57739,2025-06-22 12:01:19,5,62.69,281,18
142,INV49363,2025-06-24 14:52:08,20,33.29,21,6
143,INV49363,2025-06-24 14:52:08,20,33.29,151,6
144,INV49363,2025-06-24 14:52:08,20,33.29,183,6
145,INV49363,2025-06-24 14:52:08,20,33.29,298,6
146,INV49363,2025-06-24 14:52:08,20,33.29,358,6
147,INV82667,2024-10-15 13:48:15,13,68.05,22,8
148,INV82667,2024-10-15 13:48:15,13,68.05,101,8
149,INV82667,2024-10-15 13:48:15,13,68.05,128,8
150,INV82667,2024-10-15 13:48:15,13,68.05,150,8
151,INV82667,2024-10-15 13:48:15,13,68.05,173,8
152,INV82667,2024-10-15 13:48:15,13,68.05,195,8
153,INV70946,2025-07-03 07:46:50,29,51.61,23,9
154,INV70946,2025-07-03 07:46:50,29,51.61,23,14
155,INV70946,2025-07-03 07:46:50,29,51.61,45,9
156,INV70946,2025-07-03 07:46:50,29,51.61,45,14
157,INV70946,2025-07-03 07:46:50,29,51.61,200,9
158,INV70946,2025-07-03 07:46:50,29,51.61,200,14
159,INV70946,2025-07-03 07:46:50,29,51.61,361,9
160,INV70946,2025-07-03 07:46:50,29,51.61,361,14
161,INV96356,2025-01-20 23:02:40,19,62.31,24,3
162,INV96356,2025-01-20 23:02:40,19,62.31,24,17
163,INV96356,2025-01-20 23:02:40,19,62.31,51,3
164,INV96356,2025-01-20 23:02:40,19,62.31,51,17
165,INV96356,2025-01-20 23:02:40,19,62.31,69,3
166,INV96356,2025-01-20 23:02:40,19,62.31,69,17
167,INV96356,2025-01-20 23:02:40,19,62.31,131,3
168,INV96356,2025-01-20 23:02:40,19,62.31,131,17
169,INV96356,2025-01-20 23:02:40,19,62.31,327,3
170,INV96356,2025-01-20 23:02:40,19,62.31,327,17
171,INV90120,2024-10-09 22:55:44,30,57.99,1,3
172,INV90120,2024-10-09 22:55:44,30,57.99,1,17
173,INV90120,2024-10-09 22:55:44,30,57.99,230,3
174,INV90120,2024-10-09 22:55:44,30,57.99,230,17
175,INV90120,2024-10-09 22:55:44,30,57.99,243,3
176,INV90120,2024-10-09 22:55:44,30,57.99,243,17
177,INV90120,2024-10-09 22:55:44,30,57.99,335,3
178,INV90120,2024-10-09 22:55:44,30,57.99,335,17
179,INV65724,2025-07-24 18:51:29,12,46.99,18,1
180,INV65724,2025-07-24 18:51:29,12,46.99,18,15
181,INV65724,2025-07-24 18:51:29,12,46.99,19,1
182,INV65724,2025-07-24 18:51:29,12,46.99,19,15
183,INV65724,2025-07-24 18:51:29,12,46.99,25,1
184,INV65724,2025-07-24 18:51:29,12,46.99,25,15
185,INV65724,2025-07-24 18:51:29,12,46.99,72,1
186,INV65724,2025-07-24 18:51:29,12,46.99,72,15
187,INV65724,2025-07-24 18:51:29,12,46.99,124,1
188,INV65724,2025-07-24 18:51:29,12,46.99,124,15
189,INV65724,2025-07-24 18:51:29,12,46.99,276,1
190,INV65724,2025-07-24 18:51:29,12,46.99,276,15
191,INV25906,2024-11-29 19:20:16,9,98.8,26,9
192,INV25906,2024-11-29 19:20:16,9,98.8,26,14
193,INV25906,2024-11-29 19:20:16,9,98.8,180,9
194,INV25906,2024-11-29 19:20:16,9,98.8,180,14
195,INV25906,2024-11-29 19:20:16,9,98.8,226,9
196,INV25906,2024-11-29 19:20:16,9,98.8,226,14
197,INV25906,2024-11-29 19:20:16,9,98.8,280,9
198,INV25906,2024-11-29 19:20:16,9,98.8,280,14
199,INV25906,2024-11-29 19:20:16,9,98.8,339,9
200,INV25906,2024-11-29 19:20:16,9,98.8,339,14
201,INV68008,2025-01-09 15:32:13,47,83.23,27,10
202,INV68008,2025-01-09 15:32:13,47,83.23,107,10
203,INV68008,2025-01-09 15:32:13,47,83.23,118,10
204,INV68008,2025-01-09 15:32:13,47,83.23,156,10
205,INV68008,2025-01-09 15:32:13,47,83.23,208,10
206,INV30861,2024-11-14 09:26:12,31,75.43,3,11
207,INV30861,2024-11-14 09:26:12,31,75.43,3,19
208,INV30861,2024-11-14 09:26:12,31,75.43,28,11
209,INV30861,2024-11-14 09:26:12,31,75.43,28,19
210,INV30861,2024-11-14 09:26:12,31,75.43,71,11
211,INV30861,2024-11-14 09:26:12,31,75.43,71,19
212,INV30861,2024-11-14 09:26:12,31,75.43,329,11
213,INV30861,2024-11-14 09:26:12,31,75.43,329,19
214,INV60205,2025-08-04 07:47:23,10,7.36,11,11
215,INV60205,2025-08-04 07:47:23,10,7.36,11,19
216,INV60205,2025-08-04 07:47:23,10,7.36,29,11
217,INV60205,2025-08-04 07:47:23,10,7.36,29,19
218,INV60205,2025-08-04 07:47:23,10,7.36,147,11
219,INV60205,2025-08-04 07:47:23,10,7.36,147,19
220,INV60205,2025-08-04 07:47:23,10,7.36,367,11
221,INV60205,2025-08-04 07:47:23,10,7.36,367,19
222,INV60205,2025-08-04 07:47:23,10,7.36,378,11
223,INV60205,2025-08-04 07:47:23,10,7.36,378,19
224,INV80545,2025-02-21 21:57:49,48,89.88,30,11
225,INV80545,2025-02-21 21:57:49,48,89.88,30,19
226,INV80545,2025-02-21 21:57:49,48,89.88,169,11
227,INV80545,2025-02-21 21:57:49,48,89.88,169,19
228,INV80545,2025-02-21 21:57:49,48,89.88,293,11
229,INV80545,2025-02-21 21:57:49,48,89.88,293,19
230,INV80545,2025-02-21 21:57:49,48,89.88,373,11
231,INV80545,2025-02-21 21:57:49,48,89.88,373,19
232,INV31632,2025-05-10 19:26:48,9,3.67,31,9
233,INV31632,2025-05-10 19:26:48,9,3.67,31,14
234,INV31632,2025-05-10 19:26:48,9,3.67,75,9
235,INV31632,2025-05-10 19:26:48,9,3.67,75,14
236,INV31632,2025-05-10 19:26:48,9,3.67,125,9
237,INV31632,2025-05-10 19:26:48,9,3.67,125,14
238,INV31632,2025-05-10 19:26:48,9,3.67,193,9
239,INV31632,2025-05-10 19:26:48,9,3.67,193,14
240,INV65255,2024-12-05 00:42:20,6,75.15,32,2
241,INV65255,2024-12-05 00:42:20,6,75.15,32,20
242,INV39389,2025-06-09 01:27:56,5,75.67,33,5
243,INV39389,2025-06-09 01:27:56,5,75.67,38,5
244,INV39389,2025-06-09 01:27:56,5,75.67,91,5
245,INV39389,2025-06-09 01:27:56,5,75.67,161,5
246,INV39389,2025-06-09 01:27:56,5,75.67,317,5
247,INV70952,2024-08-23 06:06:32,17,60.98,34,11
248,INV70952,2024-08-23 06:06:32,17,60.98,34,19
249,INV70952,2024-08-23 06:06:32,17,60.98,67,11
250,INV70952,2024-08-23 06:06:32,17,60.98,67,19
251,INV70952,2024-08-23 06:06:32,17,60.98,249,11
252,INV70952,2024-08-23 06:06:32,17,60.98,249,19
253,INV70952,2024-08-23 06:06:32,17,60.98,318,11
254,INV70952,2024-08-23 06:06:32,17,60.98,318,19
255,INV70952,2024-08-23 06:06:32,17,60.98,347,11
256,INV70952,2024-08-23 06:06:32,17,60.98,347,19
257,INV31465,2025-03-26 00:56:05,7,92.96,35,2
258,INV31465,2025-03-26 00:56:05,7,92.96,35,20
259,INV31465,2025-03-26 00:56:05,7,92.96,175,2
260,INV31465,2025-03-26 00:56:05,7,92.96,175,20
261,INV31465,2025-03-26 00:56:05,7,92.96,287,2
262,INV31465,2025-03-26 00:56:05,7,92.96,287,20
263,INV31465,2025-03-26 00:56:05,7,92.96,307,2
264,INV31465,2025-03-26 00:56:05,7,92.96,307,20
265,INV55508,2025-06-19 13:29:31,28,7.83,36,6
266,INV55508,2025-06-19 13:29:31,28,7.83,113,6
267,INV55508,2025-06-19 13:29:31,28,7.83,259,6
268,INV30052,2025-01-27 23:40:56,12,27.74,37,4
269,INV30052,2025-01-27 23:40:56,12,27.74,37,18
270,INV30052,2025-01-27 23:40:56,12,27.74,168,4
271,INV30052,2025-01-27 23:40:56,12,27.74,168,18
272,INV30052,2025-01-27 23:40:56,12,27.74,275,4
273,INV30052,2025-01-27 23:40:56,12,27.74,275,18
274,INV30052,2025-01-27 23:40:56,12,27.74,353,4
275,INV30052,2025-01-27 23:40:56,12,27.74,353,18
276,INV70931,2025-04-09 09:46:19,47,32.91,33,4
277,INV70931,2025-04-09 09:46:19,47,32.91,33,18
278,INV70931,2025-04-09 09:46:19,47,32.91,38,4
279,INV70931,2025-04-09 09:46:19,47,32.91,38,18
280,INV70931,2025-04-09 09:46:19,47,32.91,91,4
281,INV70931,2025-04-09 09:46:19,47,32.91,91,18
282,INV70931,2025-04-09 09:46:19,47,32.91,161,4
283,INV70931,2025-04-09 09:46:19,47,32.91,161,18
284,INV70931,2025-04-09 09:46:19,47,32.91,317,4
285,INV70931,2025-04-09 09:46:19,47,32.91,317,18
286,INV46559,2024-11-29 20:44:51,16,61.42,39,9
287,INV46559,2024-11-29 20:44:51,16,61.42,39,14
288,INV46559,2024-11-29 20:44:51,16,61.42,136,9
289,INV46559,2024-11-29 20:44:51,16,61.42,136,14
290,INV46559,2024-11-29 20:44:51,16,61.42,140,9
291,INV46559,2024-11-29 20:44:51,16,61.42,140,14
292,INV46559,2024-11-29 20:44:51,16,61.42,239,9
293,INV46559,2024-11-29 20:44:51,16,61.42,239,14
294,INV46559,2024-11-29 20:44:51,16,61.42,313,9
295,INV46559,2024-11-29 20:44:51,16,61.42,313,14
296,INV41635,2024-12-24 20:12:48,27,76.06,40,11
297,INV41635,2024-12-24 20:12:48,27,76.06,40,19
298,INV41635,2024-12-24 20:12:48,27,76.06,63,11
299,INV41635,2024-12-24 20:12:48,27,76.06,63,19
300,INV41635,2024-12-24 20:12:48,27,76.06,114,11
301,INV41635,2024-12-24 20:12:48,27,76.06,114,19
302,INV94659,2024-11-12 00:37:40,32,10.21,41,11
303,INV94659,2024-11-12 00:37:40,32,10.21,41,19
304,INV94659,2024-11-12 00:37:40,32,10.21,78,11
305,INV94659,2024-11-12 00:37:40,32,10.21,78,19
306,INV94659,2024-11-12 00:37:40,32,10.21,204,11
307,INV94659,2024-11-12 00:37:40,32,10.21,204,19
308,INV94659,2024-11-12 00:37:40,32,10.21,261,11
309,INV94659,2024-11-12 00:37:40,32,10.21,261,19
310,INV41890,2025-03-29 13:26:08,43,47.85,6,2
311,INV41890,2025-03-29 13:26:08,43,47.85,6,20
312,INV41890,2025-03-29 13:26:08,43,47.85,14,2
313,INV41890,2025-03-29 13:26:08,43,47.85,14,20
314,INV41890,2025-03-29 13:26:08,43,47.85,42,2
315,INV41890,2025-03-29 13:26:08,43,47.85,42,20
316,INV41890,2025-03-29 13:26:08,43,47.85,348,2
317,INV41890,2025-03-29 13:26:08,43,47.85,348,20
318,INV35105,2024-12-19 10:04:01,48,72.73,43,1
319,INV35105,2024-12-19 10:04:01,48,72.73,43,15
320,INV35105,2024-12-19 10:04:01,48,72.73,58,1
321,INV35105,2024-12-19 10:04:01,48,72.73,58,15
322,INV35105,2024-12-19 10:04:01,48,72.73,62,1
323,INV35105,2024-12-19 10:04:01,48,72.73,62,15
324,INV35105,2024-12-19 10:04:01,48,72.73,99,1
325,INV35105,2024-12-19 10:04:01,48,72.73,99,15
326,INV45954,2025-02-28 10:38:10,4,70.04,44,7
327,INV45954,2025-02-28 10:38:10,4,70.04,44,13
328,INV45954,2025-02-28 10:38:10,4,70.04,311,7
329,INV45954,2025-02-28 10:38:10,4,70.04,311,13
330,INV87139,2025-03-16 22:36:39,20,6.96,23,4
331,INV87139,2025-03-16 22:36:39,20,6.96,23,18
332,INV87139,2025-03-16 22:36:39,20,6.96,45,4
333,INV87139,2025-03-16 22:36:39,20,6.96,45,18
334,INV87139,2025-03-16 22:36:39,20,6.96,200,4
335,INV87139,2025-03-16 22:36:39,20,6.96,200,18
336,INV87139,2025-03-16 22:36:39,20,6.96,361,4
337,INV87139,2025-03-16 22:36:39,20,6.96,361,18
338,INV30517,2024-11-15 21:37:12,27,47.52,46,7
339,INV30517,2024-11-15 21:37:12,27,47.52,46,13
340,INV30517,2024-11-15 21:37:12,27,47.52,177,7
341,INV30517,2024-11-15 21:37:12,27,47.52,177,13
342,INV30517,2024-11-15 21:37:12,27,47.52,201,7
343,INV30517,2024-11-15 21:37:12,27,47.52,201,13
344,INV30517,2024-11-15 21:37:12,27,47.52,355,7
345,INV30517,2024-11-15 21:37:12,27,47.52,355,13
346,INV47762,2025-07-31 16:31:50,19,8.05,47,11
347,INV47762,2025-07-31 16:31:50,19,8.05,47,19
348,INV47762,2025-07-31 16:31:50,19,8.05,59,11
349,INV47762,2025-07-31 16:31:50,19,8.05,59,19
350,INV47762,2025-07-31 16:31:50,19,8.05,220,11
351,INV47762,2025-07-31 16:31:50,19,8.05,220,19
352,INV47762,2025-07-31 16:31:50,19,8.05,271,11
353,INV47762,2025-07-31 16:31:50,19,8.05,271,19
354,INV67560,2025-07-17 11:04:17,30,70.27,48,3
355,INV67560,2025-07-17 11:04:17,30,70.27,48,17
356,INV67560,2025-07-17 11:04:17,30,70.27,159,3
357,INV67560,2025-07-17 11:04:17,30,70.27,159,17
358,INV67560,2025-07-17 11:04:17,30,70.27,212,3
359,INV67560,2025-07-17 11:04:17,30,70.27,212,17
360,INV13390,2025-07-02 20:56:32,15,59.13,49,3
361,INV13390,2025-07-02 20:56:32,15,59.13,49,17
362,INV13390,2025-07-02 20:56:32,15,59.13,266,3
363,INV13390,2025-07-02 20:56:32,15,59.13,266,17
364,INV13390,2025-07-02 20:56:32,15,59.13,331,3
365,INV13390,2025-07-02 20:56:32,15,59.13,331,17
366,INV33788,2025-05-23 17:54:11,28,96.94,10,10
367,INV33788,2025-05-23 17:54:11,28,96.94,50,10
368,INV33788,2025-05-23 17:54:11,28,96.94,120,10
369,INV33788,2025-05-23 17:54:11,28,96.94,127,10
370,INV33788,2025-05-23 17:54:11,28,96.94,291,10
371,INV33788,2025-05-23 17:54:11,28,96.94,326,10
372,INV74942,2024-09-25 20:01:42,43,4.63,24,2
373,INV74942,2024-09-25 20:01:42,43,4.63,24,20
374,INV74942,2024-09-25 20:01:42,43,4.63,51,2
375,INV74942,2024-09-25 20:01:42,43,4.63,51,20
376,INV74942,2024-09-25 20:01:42,43,4.63,69,2
377,INV74942,2024-09-25 20:01:42,43,4.63,69,20
378,INV74942,2024-09-25 20:01:42,43,4.63,131,2
379,INV74942,2024-09-25 20:01:42,43,4.63,131,20
380,INV74942,2024-09-25 20:01:42,43,4.63,327,2
381,INV74942,2024-09-25 20:01:42,43,4.63,327,20
382,INV43082,2024-09-28 18:44:09,8,82.67,52,12
383,INV43082,2024-09-28 18:44:09,8,82.67,52,16
384,INV43082,2024-09-28 18:44:09,8,82.67,191,12
385,INV43082,2024-09-28 18:44:09,8,82.67,191,16
386,INV43082,2024-09-28 18:44:09,8,82.67,294,12
387,INV43082,2024-09-28 18:44:09,8,82.67,294,16
388,INV43082,2024-09-28 18:44:09,8,82.67,328,12
389,INV43082,2024-09-28 18:44:09,8,82.67,328,16
390,INV43082,2024-09-28 18:44:09,8,82.67,356,12
391,INV43082,2024-09-28 18:44:09,8,82.67,356,16
392,INV43082,2024-09-28 18:44:09,8,82.67,369,12
393,INV43082,2024-09-28 18:44:09,8,82.67,369,16
394,INV64165,2025-01-23 13:10:19,13,62.64,4,7
395,INV64165,2025-01-23 13:10:19,13,62.64,4,13
396,INV64165,2025-01-23 13:10:19,13,62.64,53,7
397,INV64165,2025-01-23 13:10:19,13,62.64,53,13
398,INV64165,2025-01-23 13:10:19,13,62.64,146,7
399,INV64165,2025-01-23 13:10:19,13,62.64,146,13
400,INV64165,2025-01-23 13:10:19,13,62.64,288,7
401,INV64165,2025-01-23 13:10:19,13,62.64,288,13
402,INV16764,2025-02-24 04:46:12,18,92.84,54,1
403,INV16764,2025-02-24 04:46:12,18,92.84,54,15
404,INV16764,2025-02-24 04:46:12,18,92.84,176,1
405,INV16764,2025-02-24 04:46:12,18,92.84,176,15
406,INV16764,2025-02-24 04:46:12,18,92.84,338,1
407,INV16764,2025-02-24 04:46:12,18,92.84,338,15
408,INV25915,2025-04-26 08:42:45,41,71.27,55,7
409,INV25915,2025-04-26 08:42:45,41,71.27,55,13
410,INV25915,2025-04-26 08:42:45,41,71.27,263,7
411,INV25915,2025-04-26 08:42:45,41,71.27,263,13
412,INV25915,2025-04-26 08:42:45,41,71.27,277,7
413,INV25915,2025-04-26 08:42:45,41,71.27,277,13
414,INV75323,2025-01-14 09:57:18,19,42.13,56,11
415,INV75323,2025-01-14 09:57:18,19,42.13,56,19
416,INV75323,2025-01-14 09:57:18,19,42.13,232,11
417,INV75323,2025-01-14 09:57:18,19,42.13,232,19
418,INV75323,2025-01-14 09:57:18,19,42.13,268,11
419,INV75323,2025-01-14 09:57:18,19,42.13,268,19
420,INV75323,2025-01-14 09:57:18,19,42.13,343,11
421,INV75323,2025-01-14 09:57:18,19,42.13,343,19
422,INV19150,2024-10-09 12:22:28,50,93.49,57,2
423,INV19150,2024-10-09 12:22:28,50,93.49,57,20
424,INV19150,2024-10-09 12:22:28,50,93.49,98,2
425,INV19150,2024-10-09 12:22:28,50,93.49,98,20
426,INV19150,2024-10-09 12:22:28,50,93.49,148,2
427,INV19150,2024-10-09 12:22:28,50,93.49,148,20
428,INV19150,2024-10-09 12:22:28,50,93.49,267,2
429,INV19150,2024-10-09 12:22:28,50,93.49,267,20
430,INV19150,2024-10-09 12:22:28,50,93.49,320,2
431,INV19150,2024-10-09 12:22:28,50,93.49,320,20
432,INV29476,2024-12-19 12:33:56,35,33.91,43,9
433,INV29476,2024-12-19 12:33:56,35,33.91,43,14
434,INV29476,2024-12-19 12:33:56,35,33.91,58,9
435,INV29476,2024-12-19 12:33:56,35,33.91,58,14
436,INV29476,2024-12-19 12:33:56,35,33.91,62,9
437,INV29476,2024-12-19 12:33:56,35,33.91,62,14
438,INV29476,2024-12-19 12:33:56,35,33.91,99,9
439,INV29476,2024-12-19 12:33:56,35,33.91,99,14
440,INV69682,2025-07-26 08:41:40,13,57.61,47,12
441,INV69682,2025-07-26 08:41:40,13,57.61,47,16
442,INV69682,2025-07-26 08:41:40,13,57.61,59,12
443,INV69682,2025-07-26 08:41:40,13,57.61,59,16
444,INV69682,2025-07-26 08:41:40,13,57.61,220,12
445,INV69682,2025-07-26 08:41:40,13,57.61,220,16
446,INV69682,2025-07-26 08:41:40,13,57.61,271,12
447,INV69682,2025-07-26 08:41:40,13,57.61,271,16
448,INV15720,2024-12-08 13:52:48,48,39.22,20,12
449,INV15720,2024-12-08 13:52:48,48,39.22,20,16
450,INV15720,2024-12-08 13:52:48,48,39.22,60,12
451,INV15720,2024-12-08 13:52:48,48,39.22,60,16
452,INV15720,2024-12-08 13:52:48,48,39.22,149,12
453,INV15720,2024-12-08 13:52:48,48,39.22,149,16
454,INV15720,2024-12-08 13:52:48,48,39.22,240,12
455,INV15720,2024-12-08 13:52:48,48,39.22,240,16
456,INV15720,2024-12-08 13:52:48,48,39.22,281,12
457,INV15720,2024-12-08 13:52:48,48,39.22,281,16
458,INV74923,2025-01-07 21:29:16,9,33.87,61,7
459,INV74923,2025-01-07 21:29:16,9,33.87,61,13
460,INV74923,2025-01-07 21:29:16,9,33.87,152,7
461,INV74923,2025-01-07 21:29:16,9,33.87,152,13
462,INV74923,2025-01-07 21:29:16,9,33.87,216,7
463,INV74923,2025-01-07 21:29:16,9,33.87,216,13
